192.168.10.100,54
192.168.10.112,8
192.168.10.100,4
192.168.10.112,2
192.168.10.112,24
192.168.10.112,12
192.168.10.112,2
192.168.10.112,6
192.168.10.112,4
192.168.10.112,16
192.168.10.112,4
192.168.10.100,6
192.168.10.100,4
192.168.10.112,2
